Window Size,MSE,MAE
40,0.04907772802085773,0.16814365859468658
45,0.023213024825190675,0.1077519371496543
50,0.02820520961559424,0.12130326665819637
55,0.05595914693403734,0.17365952721131697
60,0.11010189620910461,0.2616356802090174
65,0.05496430130018054,0.16883105101684726
70,0.09990445779709083,0.24295947030600573
